,MV,age,Team,pre_MV,apps,ppm,goals,assists,mins_played,Nationality,Overall,Potential,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,names,Acceleration,Aggression,Agility,Balance,Ball Control,Composure,Dribbling,FK Accuracy,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Interceptions,Jumping,Long Passing,Long Shots,Marking,Penalties,Positioning,Reactions,Shot Power,Sliding Tackle,Sprint Speed,Stamina,Standing Tackle,Strength,Vision,Volleys,Role
1247,9456300.0,21.0,AS Monaco,1678050.0,26.0,10.46,1.0,3.0,1274.0,Mali,66,72,Left,1,2.0,3.0,High/ Low,Lean,LW,5'10,154lbs,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,64+2,64+2,64+2,65+2,55+2,55+2,55+2,65+2,46+2,39+2,39+2,39+2,46+2,42+2,33+2,33+2,33+2,42+2,Traoré,84,33.0,76.0,72.0,67.0,63.0,71.0,31.0,5.0,7.0,9.0,9.0,7.0,12.0,56.0,47.0,61.0,12.0,51.0,68.0,63.0,74.0,18.0,84.0,61.0,14.0,60.0,57.0,48.0,forward
1248,6300000.0,22.0,AS Monaco,3380400.0,43.0,6.9399999999999995,8.0,12.0,721.244,Burkina Faso,73,73,Left,1,4.0,4.0,High/ Low,Normal,CAM,5'9,157lbs,70+2,70+2,70+2,73+2,72+2,72+2,72+2,73+2,72+2,72+2,72+2,72+2,67+2,67+2,67+2,72+2,60+2,58+2,58+2,58+2,60+2,58+2,56+2,56+2,56+2,58+2,Traoré,85,78.0,84.0,83.0,76.0,71.0,79.0,74.0,11.0,10.0,9.0,12.0,14.0,40.0,82.0,62.0,69.0,32.0,70.0,68.0,67.0,72.0,32.0,83.0,70.0,38.0,68.0,74.0,66.0,midfield
1249,6300000.0,22.0,AS Monaco,3380400.0,43.0,6.9399999999999995,8.0,12.0,721.244,Ivory Coast,73,73,Left,1,2.0,3.0,High/ Medium,Normal,LB,5'7,161lbs,59+2,59+2,59+2,65+2,62+2,62+2,62+2,65+2,64+2,64+2,64+2,68+2,65+2,65+2,65+2,68+2,72+2,68+2,68+2,68+2,72+2,71+2,68+2,68+2,68+2,71+2,Traoré,85,69.0,82.0,82.0,64.0,73.0,69.0,34.0,11.0,15.0,6.0,11.0,12.0,73.0,82.0,67.0,49.0,61.0,53.0,65.0,71.0,60.0,69.0,86.0,81.0,71.0,70.0,61.0,50.0,backward
1250,6300000.0,22.0,AS Monaco,3380400.0,43.0,6.9399999999999995,8.0,12.0,721.244,Mali,72,77,Left,1,3.0,3.0,Medium/ Medium,Lean,CM,5'11,159lbs,63+2,63+2,63+2,67+2,68+2,68+2,68+2,67+2,70+2,70+2,70+2,68+2,71+2,71+2,71+2,68+2,66+2,69+2,69+2,69+2,66+2,66+2,65+2,65+2,65+2,66+2,Traoré,70,68.0,63.0,66.0,75.0,65.0,75.0,41.0,8.0,11.0,9.0,9.0,13.0,69.0,61.0,70.0,57.0,65.0,53.0,67.0,72.0,57.0,59.0,69.0,62.0,65.0,64.0,74.0,43.0,midfield
1251,6300000.0,22.0,AS Monaco,3380400.0,43.0,6.9399999999999995,8.0,12.0,721.244,Senegal,69,69,Left,1,2.0,3.0,Medium/ Medium,Lean,LB,6'1,181lbs,62+2,62+2,62+2,65+2,63+2,63+2,63+2,65+2,62+2,62+2,62+2,66+2,62+2,62+2,62+2,66+2,67+2,64+2,64+2,64+2,67+2,67+2,65+2,65+2,65+2,67+2,Traoré,85,68.0,75.0,58.0,64.0,68.0,73.0,40.0,10.0,9.0,6.0,8.0,10.0,66.0,74.0,66.0,50.0,62.0,49.0,64.0,66.0,66.0,65.0,84.0,73.0,66.0,72.0,50.0,,backward
1252,6300000.0,22.0,AS Monaco,3380400.0,43.0,6.9399999999999995,8.0,12.0,721.244,Mali,66,72,Left,1,2.0,3.0,High/ Low,Lean,LW,5'10,154lbs,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,64+2,64+2,64+2,65+2,55+2,55+2,55+2,65+2,46+2,39+2,39+2,39+2,46+2,42+2,33+2,33+2,33+2,42+2,Traoré,84,33.0,76.0,72.0,67.0,63.0,71.0,31.0,5.0,7.0,9.0,9.0,7.0,12.0,56.0,47.0,61.0,12.0,51.0,68.0,63.0,74.0,18.0,84.0,61.0,14.0,60.0,57.0,48.0,forward
1253,1350900.0,27.0,Bristol City,668250.0,47.0,1.61,6.0,2.0,273.91499999999996,England,75,76,Right,1,3.0,2.0,Medium/ High,Lean,LCB,6'6,183lbs,58+2,58+2,58+2,46+2,51+2,51+2,51+2,46+2,49+2,49+2,49+2,48+2,54+2,54+2,54+2,48+2,59+2,66+2,66+2,66+2,59+2,63+2,73+2,73+2,73+2,63+2,Flint,47,79.0,31.0,27.0,57.0,60.0,33.0,25.0,13.0,10.0,8.0,10.0,11.0,72.0,74.0,52.0,26.0,73.0,38.0,52.0,72.0,60.0,74.0,51.0,69.0,70.0,89.0,42.0,29.0,backward
1254,2253600.0,28.0,Bristol City,1350900.0,53.0,4.75,5.0,2.0,664.14,England,75,76,Right,1,3.0,2.0,Medium/ High,Lean,LCB,6'6,183lbs,58+2,58+2,58+2,46+2,51+2,51+2,51+2,46+2,49+2,49+2,49+2,48+2,54+2,54+2,54+2,48+2,59+2,66+2,66+2,66+2,59+2,63+2,73+2,73+2,73+2,63+2,Flint,47,79.0,31.0,27.0,57.0,60.0,33.0,25.0,13.0,10.0,8.0,10.0,11.0,72.0,74.0,52.0,26.0,73.0,38.0,52.0,72.0,60.0,74.0,51.0,69.0,70.0,89.0,42.0,29.0,backward
1255,6300000.0,29.0,Middlesbrough FC,2253600.0,46.0,3.51,9.0,2.0,633.428,England,75,76,Right,1,3.0,2.0,Medium/ High,Lean,LCB,6'6,183lbs,58+2,58+2,58+2,46+2,51+2,51+2,51+2,46+2,49+2,49+2,49+2,48+2,54+2,54+2,54+2,48+2,59+2,66+2,66+2,66+2,59+2,63+2,73+2,73+2,73+2,63+2,Flint,47,79.0,31.0,27.0,57.0,60.0,33.0,25.0,13.0,10.0,8.0,10.0,11.0,72.0,74.0,52.0,26.0,73.0,38.0,52.0,72.0,60.0,74.0,51.0,69.0,70.0,89.0,42.0,29.0,backward
1256,5403600.0,17.0,FC Toulouse,400950.0,24.0,1.29,0.0,0.0,8.0,France,78,90,Right,2,3.0,1.0,Medium/ Medium,Lean,GK,6'4,181lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,Lafont,48,20.0,55.0,53.0,10.0,45.0,14.0,12.0,78.0,77.0,71.0,76.0,79.0,17.0,73.0,38.0,9.0,5.0,16.0,4.0,64.0,23.0,12.0,45.0,40.0,14.0,70.0,45.0,9.0,keeper
1257,9014400.0,18.0,FC Toulouse,3377249.9999999995,38.0,4.17,0.0,0.0,11.0,France,78,90,Right,2,3.0,1.0,Medium/ Medium,Lean,GK,6'4,181lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,Lafont,48,20.0,55.0,53.0,10.0,45.0,14.0,12.0,78.0,77.0,71.0,76.0,79.0,17.0,73.0,38.0,9.0,5.0,16.0,4.0,64.0,23.0,12.0,45.0,40.0,14.0,70.0,45.0,9.0,keeper
1258,11700000.0,19.0,ACF Fiorentina,9014400.0,44.0,8.969999999999999,0.0,0.0,16.0,France,78,90,Right,2,3.0,1.0,Medium/ Medium,Lean,GK,6'4,181lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,Lafont,48,20.0,55.0,53.0,10.0,45.0,14.0,12.0,78.0,77.0,71.0,76.0,79.0,17.0,73.0,38.0,9.0,5.0,16.0,4.0,64.0,23.0,12.0,45.0,40.0,14.0,70.0,45.0,9.0,keeper
1259,4052699.9999999995,23.0,Tottenham Hotspur,4009500.0000000005,7.0,5.5,2.0,0.0,298.0,England,74,78,Right,1,4.0,3.0,High/ Medium,Lean,LS,5'7,137lbs,66+2,66+2,66+2,71+2,71+2,71+2,71+2,71+2,72+2,72+2,72+2,71+2,69+2,69+2,69+2,71+2,58+2,57+2,57+2,57+2,58+2,55+2,46+2,46+2,46+2,55+2,Pritchard,77,67.0,76.0,85.0,75.0,68.0,74.0,77.0,13.0,13.0,14.0,10.0,8.0,40.0,52.0,68.0,69.0,34.0,66.0,70.0,64.0,76.0,43.0,69.0,67.0,40.0,39.0,76.0,63.0,forward
1260,5634000.0,24.0,Norwich City,4052699.9999999995,35.0,6.5,7.0,12.0,469.726,England,74,78,Right,1,4.0,3.0,High/ Medium,Lean,LS,5'7,137lbs,66+2,66+2,66+2,71+2,71+2,71+2,71+2,71+2,72+2,72+2,72+2,71+2,69+2,69+2,69+2,71+2,58+2,57+2,57+2,57+2,58+2,55+2,46+2,46+2,46+2,55+2,Pritchard,77,67.0,76.0,85.0,75.0,68.0,74.0,77.0,13.0,13.0,14.0,10.0,8.0,40.0,52.0,68.0,69.0,34.0,66.0,70.0,64.0,76.0,43.0,69.0,67.0,40.0,39.0,76.0,63.0,forward
1261,5403600.0,24.0,Tigres UANL,2004750.0000000002,38.0,1.47,13.0,2.0,213.139,France,76,77,Right,2,3.0,3.0,Medium/ Medium,Stocky,LS,5'11,183lbs,74+2,74+2,74+2,71+2,73+2,73+2,73+2,71+2,71+2,71+2,71+2,71+2,64+2,64+2,64+2,71+2,53+2,51+2,51+2,51+2,53+2,50+2,47+2,47+2,47+2,50+2,Delort,74,70.0,71.0,72.0,72.0,73.0,70.0,71.0,10.0,14.0,10.0,8.0,11.0,23.0,72.0,55.0,72.0,20.0,70.0,72.0,69.0,80.0,24.0,76.0,75.0,20.0,79.0,68.0,76.0,forward
1262,13508999.999999998,26.0,Sevilla FC,16038000.000000002,29.0,6.29,9.0,5.0,1673.0,Italy,87,87,Right,3,4.0,3.0,High/ Medium,Normal,ST,6'1,187lbs,84+3,84+3,84+3,79+3,82+3,82+3,82+3,79+3,78+3,78+3,78+3,77+3,70+3,70+3,70+3,77+3,60+3,58+3,58+3,58+3,60+3,58+3,55+3,55+3,55+3,58+3,Immobile,81,77.0,77.0,63.0,83.0,81.0,83.0,51.0,6.0,8.0,15.0,12.0,6.0,40.0,77.0,49.0,76.0,31.0,78.0,91.0,87.0,86.0,32.0,85.0,77.0,33.0,77.0,65.0,87.0,forward
1263,39438000.0,27.0,SS Lazio,13508999.999999998,41.0,3.66,26.0,6.0,397.123,Italy,87,87,Right,3,4.0,3.0,High/ Medium,Normal,ST,6'1,187lbs,84+3,84+3,84+3,79+3,82+3,82+3,82+3,79+3,78+3,78+3,78+3,77+3,70+3,70+3,70+3,77+3,60+3,58+3,58+3,58+3,60+3,58+3,55+3,55+3,55+3,58+3,Immobile,81,77.0,77.0,63.0,83.0,81.0,83.0,51.0,6.0,8.0,15.0,12.0,6.0,40.0,77.0,49.0,76.0,31.0,78.0,91.0,87.0,86.0,32.0,85.0,77.0,33.0,77.0,65.0,87.0,forward
1264,148599000.0,31.0,Real Madrid,147015000.0,48.0,4.91,51.0,15.0,4.292999999999999,Portugal,94,94,Right,5,4.0,5.0,High/ Low,C. Ronaldo,ST,6'2,183lbs,91+3,91+3,91+3,89+3,90+3,90+3,90+3,89+3,88+3,88+3,88+3,88+3,81+3,81+3,81+3,88+3,65+3,61+3,61+3,61+3,65+3,61+3,53+3,53+3,53+3,61+3,Ronaldo,89,63.0,89.0,63.0,93.0,95.0,91.0,76.0,7.0,11.0,15.0,14.0,11.0,29.0,95.0,77.0,92.0,22.0,85.0,95.0,96.0,94.0,23.0,91.0,92.0,31.0,80.0,85.0,88.0,forward
1265,112680000.0,32.0,Real Madrid,148599000.0,46.0,8.09,42.0,11.0,385.744,Portugal,94,94,Right,5,4.0,5.0,High/ Low,C. Ronaldo,ST,6'2,183lbs,91+3,91+3,91+3,89+3,90+3,90+3,90+3,89+3,88+3,88+3,88+3,88+3,81+3,81+3,81+3,88+3,65+3,61+3,61+3,61+3,65+3,61+3,53+3,53+3,53+3,61+3,Ronaldo,89,63.0,89.0,63.0,93.0,95.0,91.0,76.0,7.0,11.0,15.0,14.0,11.0,29.0,95.0,77.0,92.0,22.0,85.0,95.0,96.0,94.0,23.0,91.0,92.0,31.0,80.0,85.0,88.0,forward
1266,4052699.9999999995,25.0,VfB Stuttgart,4009500.0000000005,8.0,3.43,4.0,3.0,720.0,Germany,77,78,Right,2,4.0,3.0,High/ Medium,Stocky,RS,6'3,187lbs,75+2,75+2,75+2,66+2,71+2,71+2,71+2,66+2,67+2,67+2,67+2,64+2,60+2,60+2,60+2,64+2,49+2,51+2,51+2,51+2,49+2,48+2,52+2,52+2,52+2,48+2,Ginczek,63,80.0,53.0,53.0,73.0,71.0,69.0,58.0,13.0,6.0,15.0,7.0,15.0,29.0,64.0,37.0,65.0,29.0,76.0,76.0,72.0,83.0,19.0,71.0,60.0,45.0,90.0,58.0,74.0,forward
1267,2541560.0,26.0,VfB Stuttgart,4052699.9999999995,19.0,2.11,4.0,6.0,532.0,Germany,77,78,Right,2,4.0,3.0,High/ Medium,Stocky,RS,6'3,187lbs,75+2,75+2,75+2,66+2,71+2,71+2,71+2,66+2,67+2,67+2,67+2,64+2,60+2,60+2,60+2,64+2,49+2,51+2,51+2,51+2,49+2,48+2,52+2,52+2,52+2,48+2,Ginczek,63,80.0,53.0,53.0,73.0,71.0,69.0,58.0,13.0,6.0,15.0,7.0,15.0,29.0,64.0,37.0,65.0,29.0,76.0,76.0,72.0,83.0,19.0,71.0,60.0,45.0,90.0,58.0,74.0,forward
1268,9000000.0,27.0,VfL Wolfsburg,2817000.0,25.0,4.91,8.0,0.0,147.529,Germany,77,78,Right,2,4.0,3.0,High/ Medium,Stocky,RS,6'3,187lbs,75+2,75+2,75+2,66+2,71+2,71+2,71+2,66+2,67+2,67+2,67+2,64+2,60+2,60+2,60+2,64+2,49+2,51+2,51+2,51+2,49+2,48+2,52+2,52+2,52+2,48+2,Ginczek,63,80.0,53.0,53.0,73.0,71.0,69.0,58.0,13.0,6.0,15.0,7.0,15.0,29.0,64.0,37.0,65.0,29.0,76.0,76.0,72.0,83.0,19.0,71.0,60.0,45.0,90.0,58.0,74.0,forward
1269,2026349.9999999998,22.0,Huddersfield Town,467775.00000000006,35.0,6.47,0.0,0.0,13.0,England,69,69,Left,1,4.0,3.0,High/ High,Normal,ST,5'11,159lbs,68+2,68+2,68+2,66+2,67+2,67+2,67+2,66+2,65+2,65+2,65+2,66+2,61+2,61+2,61+2,66+2,52+2,50+2,50+2,50+2,52+2,50+2,47+2,47+2,47+2,50+2,Ward,76,54.0,72.0,68.0,65.0,63.0,66.0,63.0,13.0,11.0,15.0,11.0,8.0,23.0,88.0,61.0,67.0,36.0,64.0,68.0,64.0,75.0,32.0,78.0,75.0,33.0,77.0,63.0,63.0,forward
1270,2817000.0,24.0,Liverpool FC,2026349.9999999998,46.0,4.74,0.0,0.0,12.0,England,69,69,Left,1,4.0,3.0,High/ High,Normal,ST,5'11,159lbs,68+2,68+2,68+2,66+2,67+2,67+2,67+2,66+2,65+2,65+2,65+2,66+2,61+2,61+2,61+2,66+2,52+2,50+2,50+2,50+2,52+2,50+2,47+2,47+2,47+2,50+2,Ward,76,54.0,72.0,68.0,65.0,63.0,66.0,63.0,13.0,11.0,15.0,11.0,8.0,23.0,88.0,61.0,67.0,36.0,64.0,68.0,64.0,75.0,32.0,78.0,75.0,33.0,77.0,63.0,63.0,forward
1271,3377249.9999999995,21.0,Olympique Marseille,7350750.000000001,10.0,0.63,0.0,0.0,803.0,Brazil,74,78,Left,1,2.0,2.0,Medium/ Medium,Lean,LCB,6'2,181lbs,60+2,60+2,60+2,55+2,57+2,57+2,57+2,55+2,56+2,56+2,56+2,57+2,59+2,59+2,59+2,57+2,64+2,68+2,68+2,68+2,64+2,66+2,73+2,73+2,73+2,66+2,Dória,61,74.0,41.0,48.0,63.0,68.0,56.0,29.0,12.0,11.0,10.0,11.0,13.0,66.0,69.0,63.0,40.0,68.0,41.0,48.0,63.0,75.0,72.0,61.0,63.0,75.0,79.0,43.0,,backward
1272,6754499.999999999,23.0,CF Monterrey,4009500.0000000005,41.0,6.6,18.0,8.0,817.432,Colombia,74,75,Right,2,4.0,3.0,Medium/ Low,Stocky,LW,6'1,207lbs,73+2,73+2,73+2,73+2,74+2,74+2,74+2,73+2,74+2,74+2,74+2,73+2,72+2,72+2,72+2,73+2,61+2,62+2,62+2,62+2,61+2,57+2,55+2,55+2,55+2,57+2,Cardona,62,79.0,71.0,57.0,79.0,69.0,78.0,82.0,15.0,10.0,7.0,11.0,15.0,50.0,47.0,73.0,85.0,39.0,64.0,74.0,63.0,86.0,36.0,64.0,68.0,42.0,82.0,72.0,,forward
1273,5070600.0,24.0,CF Monterrey,8105399.999999999,33.0,4.96,9.0,2.0,1888.0,Colombia,74,75,Right,2,4.0,3.0,Medium/ Low,Stocky,LW,6'1,207lbs,73+2,73+2,73+2,73+2,74+2,74+2,74+2,73+2,74+2,74+2,74+2,73+2,72+2,72+2,72+2,73+2,61+2,62+2,62+2,62+2,61+2,57+2,55+2,55+2,55+2,57+2,Cardona,62,79.0,71.0,57.0,79.0,69.0,78.0,82.0,15.0,10.0,7.0,11.0,15.0,50.0,47.0,73.0,85.0,39.0,64.0,74.0,63.0,86.0,36.0,64.0,68.0,42.0,82.0,72.0,,forward
1274,1350900.0,21.0,AS Roma,534600.0,9.0,2.5,1.0,0.0,261.0,Italy,75,79,Left,2,3.0,3.0,High/ Medium,Lean,LB,5'9,170lbs,67+2,67+2,67+2,71+2,69+2,69+2,69+2,71+2,68+2,68+2,68+2,71+2,69+2,69+2,69+2,71+2,74+2,70+2,70+2,70+2,74+2,73+2,68+2,68+2,68+2,73+2,Emerson,78,65.0,79.0,72.0,79.0,73.0,76.0,71.0,8.0,15.0,8.0,7.0,14.0,75.0,68.0,66.0,77.0,67.0,55.0,75.0,78.0,80.0,69.0,79.0,78.0,68.0,53.0,41.0,44.0,backward
1275,15775200.0,23.0,AS Roma,1350900.0,36.0,6.91,1.0,1.0,629.967,Italy,75,79,Left,2,3.0,3.0,High/ Medium,Lean,LB,5'9,170lbs,67+2,67+2,67+2,71+2,69+2,69+2,69+2,71+2,68+2,68+2,68+2,71+2,69+2,69+2,69+2,71+2,74+2,70+2,70+2,70+2,74+2,73+2,68+2,68+2,68+2,73+2,Emerson,78,65.0,79.0,72.0,79.0,73.0,76.0,71.0,8.0,15.0,8.0,7.0,14.0,75.0,68.0,66.0,77.0,67.0,55.0,75.0,78.0,80.0,69.0,79.0,78.0,68.0,53.0,41.0,44.0,backward
1276,27017999.999999996,22.0,Manchester United,4009500.0000000005,35.0,4.3100000000000005,1.0,1.0,888.023,Ivory Coast,81,87,Right,2,3.0,2.0,Medium/ High,Normal,CB,6'1,170lbs,58+2,58+2,58+2,58+2,58+2,58+2,58+2,58+2,59+2,59+2,59+2,60+2,63+2,63+2,63+2,60+2,72+2,73+2,73+2,73+2,72+2,74+2,80+2,80+2,80+2,74+2,Bailly,75,87.0,63.0,63.0,68.0,74.0,63.0,43.0,14.0,14.0,10.0,9.0,8.0,85.0,84.0,56.0,48.0,82.0,46.0,47.0,78.0,55.0,85.0,80.0,78.0,85.0,85.0,54.0,42.0,backward
1277,33804000.0,23.0,Manchester United,27017999.999999996,39.0,10.32,0.0,0.0,1231.06,Ivory Coast,81,87,Right,2,3.0,2.0,Medium/ High,Normal,CB,6'1,170lbs,58+2,58+2,58+2,58+2,58+2,58+2,58+2,58+2,59+2,59+2,59+2,60+2,63+2,63+2,63+2,60+2,72+2,73+2,73+2,73+2,72+2,74+2,80+2,80+2,80+2,74+2,Bailly,75,87.0,63.0,63.0,68.0,74.0,63.0,43.0,14.0,14.0,10.0,9.0,8.0,85.0,84.0,56.0,48.0,82.0,46.0,47.0,78.0,55.0,85.0,80.0,78.0,85.0,85.0,54.0,42.0,backward
1278,27000000.0,24.0,Manchester United,33804000.0,18.0,7.46,1.0,0.0,1359.0,Ivory Coast,81,87,Right,2,3.0,2.0,Medium/ High,Normal,CB,6'1,170lbs,58+2,58+2,58+2,58+2,58+2,58+2,58+2,58+2,59+2,59+2,59+2,60+2,63+2,63+2,63+2,60+2,72+2,73+2,73+2,73+2,72+2,74+2,80+2,80+2,80+2,74+2,Bailly,75,87.0,63.0,63.0,68.0,74.0,63.0,43.0,14.0,14.0,10.0,9.0,8.0,85.0,84.0,56.0,48.0,82.0,46.0,47.0,78.0,55.0,85.0,80.0,78.0,85.0,85.0,54.0,42.0,backward
1279,7429949.999999999,25.0,AS Monaco,10692000.0,40.0,7.46,5.0,3.0,274.598,Argentina,75,76,Right,1,3.0,3.0,Medium/ Medium,Normal,RS,6'3,192lbs,73+2,73+2,73+2,65+2,70+2,70+2,70+2,65+2,67+2,67+2,67+2,64+2,63+2,63+2,63+2,64+2,50+2,53+2,53+2,53+2,50+2,48+2,52+2,52+2,52+2,48+2,Carrillo,62,72.0,66.0,63.0,74.0,70.0,70.0,36.0,10.0,11.0,6.0,9.0,12.0,34.0,74.0,57.0,71.0,32.0,77.0,78.0,71.0,74.0,26.0,63.0,72.0,29.0,82.0,59.0,75.0,forward
1280,7429949.999999999,26.0,Racing Club,6682500.0,8.0,1.5,4.0,2.0,439.0,Argentina,77,77,Right,1,4.0,4.0,Medium/ Low,Normal,ST,5'10,176lbs,76+2,76+2,76+2,75+2,75+2,75+2,75+2,75+2,74+2,74+2,74+2,74+2,68+2,68+2,68+2,74+2,56+2,53+2,53+2,53+2,56+2,52+2,46+2,46+2,46+2,52+2,Bou,76,52.0,74.0,76.0,79.0,78.0,79.0,71.0,6.0,6.0,15.0,16.0,7.0,39.0,77.0,61.0,73.0,19.0,71.0,79.0,77.0,80.0,21.0,76.0,82.0,22.0,76.0,71.0,74.0,forward
1281,7429949.999999999,26.0,Racing Club,6682500.0,6.0,1.33,2.0,1.0,431.0,Argentina,77,77,Right,1,4.0,4.0,Medium/ Low,Normal,ST,5'10,176lbs,76+2,76+2,76+2,75+2,75+2,75+2,75+2,75+2,74+2,74+2,74+2,74+2,68+2,68+2,68+2,74+2,56+2,53+2,53+2,53+2,56+2,52+2,46+2,46+2,46+2,52+2,Bou,76,52.0,74.0,76.0,79.0,78.0,79.0,71.0,6.0,6.0,15.0,16.0,7.0,39.0,77.0,61.0,73.0,19.0,71.0,79.0,77.0,80.0,21.0,76.0,82.0,22.0,76.0,71.0,74.0,forward
1282,6197400.0,27.0,Club Tijuana,7429949.999999999,22.0,1.82,10.0,4.0,1.895,Argentina,77,77,Right,1,4.0,4.0,Medium/ Low,Normal,ST,5'10,176lbs,76+2,76+2,76+2,75+2,75+2,75+2,75+2,75+2,74+2,74+2,74+2,74+2,68+2,68+2,68+2,74+2,56+2,53+2,53+2,53+2,56+2,52+2,46+2,46+2,46+2,52+2,Bou,76,52.0,74.0,76.0,79.0,78.0,79.0,71.0,6.0,6.0,15.0,16.0,7.0,39.0,77.0,61.0,73.0,19.0,71.0,79.0,77.0,80.0,21.0,76.0,82.0,22.0,76.0,71.0,74.0,forward
1283,6197400.0,27.0,Club Tijuana,7429949.999999999,1.0,3.0,0.0,1.0,90.0,Argentina,77,77,Right,1,4.0,4.0,Medium/ Low,Normal,ST,5'10,176lbs,76+2,76+2,76+2,75+2,75+2,75+2,75+2,75+2,74+2,74+2,74+2,74+2,68+2,68+2,68+2,74+2,56+2,53+2,53+2,53+2,56+2,52+2,46+2,46+2,46+2,52+2,Bou,76,52.0,74.0,76.0,79.0,78.0,79.0,71.0,6.0,6.0,15.0,16.0,7.0,39.0,77.0,61.0,73.0,19.0,71.0,79.0,77.0,80.0,21.0,76.0,82.0,22.0,76.0,71.0,74.0,forward
1284,8780850.0,21.0,CF Pachuca,3742200.0000000005,47.0,6.33,12.0,10.0,877.01,Mexico,81,86,Right,3,4.0,4.0,High/ Medium,Lean,LS,5'9,154lbs,76+3,76+3,76+3,80+3,79+3,79+3,79+3,80+3,78+3,78+3,78+3,79+3,72+3,72+3,72+3,79+3,64+3,59+3,59+3,59+3,64+3,60+3,52+3,52+3,52+3,60+3,Lozano,94,59.0,92.0,76.0,79.0,77.0,82.0,59.0,11.0,10.0,14.0,14.0,10.0,53.0,75.0,69.0,74.0,25.0,64.0,75.0,77.0,75.0,25.0,93.0,80.0,27.0,57.0,72.0,74.0,forward
1285,16902000.0,21.0,PSV Eindhoven,8105399.999999999,37.0,6.24,18.0,7.0,855.127,Mexico,81,86,Right,3,4.0,4.0,High/ Medium,Lean,LS,5'9,154lbs,76+3,76+3,76+3,80+3,79+3,79+3,79+3,80+3,78+3,78+3,78+3,79+3,72+3,72+3,72+3,79+3,64+3,59+3,59+3,59+3,64+3,60+3,52+3,52+3,52+3,60+3,Lozano,94,59.0,92.0,76.0,79.0,77.0,82.0,59.0,11.0,10.0,14.0,14.0,10.0,53.0,75.0,69.0,74.0,25.0,64.0,75.0,77.0,75.0,25.0,93.0,80.0,27.0,57.0,72.0,74.0,forward
1286,27000000.0,22.0,PSV Eindhoven,11268000.0,34.0,4.45,19.0,11.0,420.349,Mexico,81,86,Right,3,4.0,4.0,High/ Medium,Lean,LS,5'9,154lbs,76+3,76+3,76+3,80+3,79+3,79+3,79+3,80+3,78+3,78+3,78+3,79+3,72+3,72+3,72+3,79+3,64+3,59+3,59+3,59+3,64+3,60+3,52+3,52+3,52+3,60+3,Lozano,94,59.0,92.0,76.0,79.0,77.0,82.0,59.0,11.0,10.0,14.0,14.0,10.0,53.0,75.0,69.0,74.0,25.0,64.0,75.0,77.0,75.0,25.0,93.0,80.0,27.0,57.0,72.0,74.0,forward
1287,29719799.999999996,30.0,Shanghai SIPG,49450500.0,39.0,10.14,23.0,25.0,1095.341,Brazil,81,81,Left,4,3.0,4.0,High/ Medium,Stocky,RCM,5'11,187lbs,81+3,81+3,81+3,79+3,81+3,81+3,81+3,79+3,79+3,79+3,79+3,79+3,75+3,75+3,75+3,79+3,65+3,65+3,65+3,65+3,65+3,61+3,59+3,59+3,59+3,61+3,Hulk,81,83.0,69.0,59.0,79.0,75.0,82.0,81.0,6.0,10.0,7.0,11.0,12.0,48.0,69.0,72.0,90.0,50.0,78.0,82.0,82.0,94.0,28.0,80.0,86.0,41.0,92.0,75.0,73.0,midfield
1288,29719799.999999996,30.0,Shanghai SIPG,49450500.0,8.0,2.0,4.0,1.0,640.0,Brazil,81,81,Left,4,3.0,4.0,High/ Medium,Stocky,RCM,5'11,187lbs,81+3,81+3,81+3,79+3,81+3,81+3,81+3,79+3,79+3,79+3,79+3,79+3,75+3,75+3,75+3,79+3,65+3,65+3,65+3,65+3,65+3,61+3,59+3,59+3,59+3,61+3,Hulk,81,83.0,69.0,59.0,79.0,75.0,82.0,81.0,6.0,10.0,7.0,11.0,12.0,48.0,69.0,72.0,90.0,50.0,78.0,82.0,82.0,94.0,28.0,80.0,86.0,41.0,92.0,75.0,73.0,midfield
1289,23662800.0,30.0,Shanghai SIPG,29719799.999999996,44.0,9.5,30.0,25.0,1560.4,Brazil,81,81,Left,4,3.0,4.0,High/ Medium,Stocky,RCM,5'11,187lbs,81+3,81+3,81+3,79+3,81+3,81+3,81+3,79+3,79+3,79+3,79+3,79+3,75+3,75+3,75+3,79+3,65+3,65+3,65+3,65+3,65+3,61+3,59+3,59+3,59+3,61+3,Hulk,81,83.0,69.0,59.0,79.0,75.0,82.0,81.0,6.0,10.0,7.0,11.0,12.0,48.0,69.0,72.0,90.0,50.0,78.0,82.0,82.0,94.0,28.0,80.0,86.0,41.0,92.0,75.0,73.0,midfield
